CATEGORY,SUBCATEGORY,AGE,TIMEALLOWED,REGION,QUESTION,ANSWER1,ANSWER2,ANSWER3,ANSWER4,HINT,CORRECTANSWER,IMAGEURL,VIDEOURL,SOUNDURL,FILETYPE,questionMasterId ,status,creditBy,questionActiveStatus,questionState
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),What is the name of News Corporation's founder?,Timothy,Gerald,Dwayne,Rupert,(NULL),D,,,,0,24520,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What is the cat called in Stephen King?s "Pet Sematary"?,Scud,Fluffy,Church,Jake,(NULL),C,,,,0,24524,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Three Studies of Lucian Freud' sold for $142 Million. Who was the artist?,Francis Bacon,Damien Hirst,Andy Warhol,Marcel Duchamp,(NULL),A,,,,0,24528,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which country won the most Oscars for the Best Foreign Language Film at 14?,Italy,Thailand,Japan,Australia,(NULL),A,,,,0,24532,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"How many books, as of 1999, make up Stephen King?s ""The Dark Tower"" series?",2,4,3,5,(NULL),B,,,,0,24536,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""Downward is the only way forward"". Name the movie?",Inception,Shutter Island,Gangs of New York,The Reader,(NULL),A,,,,0,24540,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What type of music does Stephen King's Christine always plays on her radio?,50s oldies,Death Metal,Black Sabbath,Gangster Rap,(NULL),A,,,,0,24544,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),James Bond and Mr. Big are characters in which novel?,Live and Let Die,SilverFin,Hurricane Gold,Double or Die,(NULL),A,,,,0,24548,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),In which of these movies are Meg Ryan and Tom Hanks not part of the cast?,You've Got Mail' (1998),Joe Versus the Volcano' (1990),Sleepless in Seattle' (1993),Prelude to a Kiss' (1992),(NULL),D,,,,0,24552,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'The Hunchback of Notre Dame'?,Victor Hugo,Robert Louis Stevenson,Alexandre Dumas,Thomas Hardy,(NULL),A,,,,0,24556,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which gay icon's memoirs are called "The Naked Civil Servant"?,Quentin Crisp,Boy George,Julian Clary,Graham Norton,(NULL),A,,,,0,24560,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),Which Black Panther actor starred in the 2020 film 'Da 5 Bloods'?,Angela Bassett,Andy Serkis,Daniel Kaluuya,Chaswick Boseman,(NULL),D,,,,0,24564,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,45,English (Other - Non UK / US),"In 'Pinocchio', Pinocchio was given 5 gold coins to bring back to Geppeto so he could buy what?",Food,A coat,Drink,A house,(NULL),B,,,,0,24568,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,45,English (Other - Non UK / US),How many bears feature in the fairy tale with Goldilocks?,3,2,1,0,(NULL),A,,,,0,24572,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'The Adventures of Huckleberry Finn'?,Rudyard Kipling,Mark Twain,Wilkie Collins,James Fenimore Cooper,(NULL),B,,,,0,24576,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),"""Bah, humbug"" is said by which character in a festive novel?",Ebenezer Scrooge,Jacob Marley,Tiny Tim,Ghost of Christmas Past,(NULL),A,,,,0,24580,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What was Muhammad Ali's autobiography called?,The Greatest,The Best,The Champ,The Winner,(NULL),A,,,,0,24584,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Compasses were first used for navigation in which century?,11th,14th,17th,5th,(NULL),A,,,,0,24588,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""When you have to shoot, shoot, don't talk"" comes from which classic movie?",Fistful of Dollars,For a Few Dollars More,Rio Grande,"The Good, The Bad and the Ugly",(NULL),D,,,,0,24592,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"Complete the famous James Cagney line ""Made if Ma, Top of the""?",World,Tree,Ladder,Pops,(NULL),A,,,,0,24600,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Matsusaka beef has higher than average levels of what?,Fat,Salt,Vitamins,Minerals,(NULL),A,,,,0,24604,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,45,English (Other - Non UK / US),Complete the name of this best selling kids book. Swallows and _______.,Amazons,Dogs,Cats,Birds,(NULL),A,,,,0,24608,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),For which role did Catherine Zeta-Jones win the Academy Award for Best Actress in a Supporting Role?,The Legend of Zorro' (2005),The Terminal' (2004),The Phantom'(1996),Chicago' (2002),(NULL),D,,,,0,24612,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Complete the quote from Russell Brand's autobiography: "Even as a junkie I stayed true ",to my mum,to the cause,to drugs,to vegetarianism,(NULL),D,,,,0,24616,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,45,English (Other - Non UK / US),Complete the name of this best selling kids book: 'The Very Hungry  _______'.,Caterpillar,Man,Cat,Dog,(NULL),A,,,,0,24632,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which family has the most Oscar-nominations at 93?,The Coppolas,The Nichols,The Barrymore's,The Newman's,(NULL),D,,,,0,24636,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which children's fantasy novel by John Masefield is a sequel to 'The Midnight Folk'?,The Box of Delights,Fire and Flood,Punch and Judy,The Spider in the Web,(NULL),A,,,,0,24640,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),When was tea introduced to Ireland?,Mid 18th Century,Mid 16th Century,Mid 17th Century,Mid 20th Century,(NULL),A,,,,0,24644,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"Songs My Mother Taught Me', published in 1995, is the autobiography of which actor?",Al Pacino,James Dean,Marlon Brando,Paul Newman,(NULL),C,,,,0,24648,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What is the name of the farm in "Animal Farm"?,Emmerdale Farm,Tudor Farm,Manor Farm,Grange Farm,(NULL),C,,,,0,24652,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),A lodestone was an early form of which device?,Compass,Sundial,Steam Engine,Telephone,(NULL),A,,,,0,24656,0,,1,0
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),Which part of the world did the British Empire trade tea with?,Canada,China,India,Australia,(NULL),B,,,,0,24664,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which director was engaged to Italian actress Isabella Rossellini?,David Lynch,Ridley Scott,Joel Coen,Paul Thomas Anderson,(NULL),A,,,,0,24676,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of these directors has more than 3 nominations for the Golden Globe for Best director?,Oliver Stone,Quentin Tarantino,Ridley Scott,William Wyler,(NULL),C,,,,0,24680,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"In 2009, which tennis star's autobiography, revealed wearing a wig & using meth?",Andre Agassi,Anna Kournikova,Johnny Weir,Brett Favre,(NULL),A,,,,0,24684,0,,1,0
PUB QUIZ,NONE,JUNIOR,45,English (Other - Non UK / US),How many wheels does the standard car have?,2,0,4,8,(NULL),C,,,,0,24688,0,,0,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which famous family film ends with the line "I'll be right here"?,ET,Home Alone,Shrek,Honey I Shrunk the Kids,(NULL),A,,,,0,24692,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Whose autobiography was called 'Goodness Has Nothing To Do With It'?,Mae West,Jean Harlow,Barabara Stanwyck,Lucille Ball,(NULL),A,,,,0,24700,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who is the director of the movie 'Carlito's Way' (1993)?,Brian De Palma,Jon Turteltaub,Donald Petrie,David Anspaugh,(NULL),A,,,,0,24704,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Name the painter whose work included Portrait de l'artiste sans barbe?,Vincent van Gogh,Pablo Picasso,Claude Monet,Paul Gauguin,(NULL),A,,,,0,24708,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote the book 'Allan Quatermain'?,Henry Rider Haggard,Charles Dickens,Robert Louis Stevenson,Arthur Conan Doyle,(NULL),A,,,,0,24716,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Where is the play Hamlet set?,Argentina,Denmark,Japan,Russia,(NULL),B,,,,0,24724,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which film is the prequel to 'Alien: Covenant' (2017)?,Prometheus,Alien,Alien 3,AVP Alien v Predator,(NULL),A,,,,0,24728,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),The Montagues and Capulets appear in which play by William Shakespeare?,Romeo and Juliet,Macbeth,The Merry Wives of Windsor,A Midsummer Night's Dream,(NULL),A,,,,0,24736,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which actor plays Mark Zuckerberg in the movie 'Social Network' (2010)?,Jesse Eisenberg,Dustin Fitzsimons,Andrew Garfield,Justin Timberlake,(NULL),A,,,,0,24740,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of these actors..actresses is not in the movie 'Groundhog Day' (1993)?,Bill Murray,Andie MacDowell,Chris Elliott,Juliette Lewis,(NULL),D,,,,0,24744,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which character plays Bob in the comedy 'What About Bob' (1991)?,Will Farrell,Bill Murray,Matthew Broderick,John Cusack,(NULL),B,,,,0,24764,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Javier Bardem's character in the romance 'Biutiful' (2010) suffers from which medical condition?,Blindness,Immobility,Prostate cancer,Leukemia,(NULL),C,,,,0,24768,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of these actors has won the Best Actor Oscar 3 times?,Daniel Day-Lewis,Leonardo DiCaprio,Will Smith,Johnny Depp,(NULL),A,,,,0,24772,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""Is it Safe?"" comes from which famous film?",Marathon Man,The Shining,Poltergeist,The Graduate,(NULL),A,,,,0,24776,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Which Italian region did the Cannoli originated from?,Sicily,Trentino-Alto Adige,Liguria,Apulia,(NULL),A,,,,0,24780,0,,1,0
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),Diesel trains started to be introduced in the UK in which decade?,1950s,1970s,1990s,1920s,(NULL),A,,,,0,24784,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'Bleak House'?,Robert Louis Stevenson,Charles Dickens,Arthur Conan Doyle,Henry Rider Haggard,(NULL),B,,,,0,24788,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of these actors is not in the movie 'No Country for Old Men' (2007)?,Javier Bardem,Christopher Carley,Woody Harrelson,Tommy Lee Jones,(NULL),B,,,,0,24792,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of the Bronte sisters was the oldest?,Charlotte,Anne,Emily,They were triplets,(NULL),A,,,,0,24796,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which French writer created "The Miser" called Harpagon?,Hugo,Moliere,Sartre,Dumas,(NULL),B,,,,0,24800,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What is the correct title of the classic Dickens novel?,David Copperfield,David Silverfield,David Bronzefield,David Goldfield,(NULL),A,,,,0,24804,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who is the main protagonist in 'The Hobbit'?,Bilbo Baggins,Gandalf,Thorin Oakenshield,Elrond,(NULL),A,,,,0,24812,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"Which book contains, ""Is evil something you are, or something you do?""?",Fight club,The Shining,American psycho,The exorcist,(NULL),C,,,,0,24816,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Stephen King co-wrote an episode of which TV series?,ER,Lost,The X-Files,CSI,(NULL),C,,,,0,24828,0,,1,0
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),Waygu is a type of which meat?,Lamb,Beef,Pork,Chicken,(NULL),B,,,,0,24836,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),In which movie did Dustin Hoffman won his first Academy award for Best actor?,Midnight Cowboy' (1969),The Graduate' (1967),Lenny' (1974),Kramer vs. Kramer' (1979),(NULL),B,,,,0,24840,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Marie and Pierre Curie discovered radium and which other element?,Polonium,Thorium,Americium,Einsteinium,(NULL),A,,,,0,24848,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,45,English (Other - Non UK / US),Complete the name of this best selling kids book. Where the Wild Things _______.,Went,Live,Slept,Played,(NULL),A,,,,0,24860,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'Heart of Darkness'?,Joseph Conrad,Wilkie Collins,Jack London,Edgar Allen Poe,(NULL),A,,,,0,24864,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which movie character was not  played by Reese Witherspoon?,June Carter Cash,Ellen Roark,Isabella Fields El-Ibrahimi,Cheryl Strayed,(NULL),B,,,,0,24872,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Martin Scorsese won his first Golden Globe award for Best director for which movie?,Gangs of New York' (2002),Raging Bull' (1980),Goodfellas' (1990),Casino' (1995),(NULL),A,,,,0,24880,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),What nut is added to a traditional Waldorf Salad?,Peanuts,Walnuts,Pistachios,Cashews,(NULL),B,,,,0,24884,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"Who wrote  the classic book '20,000 Leagues Under the Sea'?",Victor Hugo,Jules Verne,Robert Louis Stevenson,Oscar Wilde,(NULL),B,,,,0,24888,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What is 'Deepwater Horizon' (2016) based on?,tv series,Real life events,Story,Fiction,(NULL),B,,,,0,24896,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),The Nurse is a major character in which Shakespeare play?,The Merchant of Venice,Romeo and Juliet,Troilus and Cressida,Love's Labour's Lost,(NULL),B,,,,0,24900,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""The stuff that dreams are made of"" is a famous quote from which film?",North By North West,Some Like it Hot,The Maltese Falcon,All About Eve,(NULL),C,,,,0,24904,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Ride sharing company Uber was founded in which year?,2009,2012,2015,2004,(NULL),A,,,,0,24912,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who is the director of the movie 'Born on the Fourth of July' (1989)?,Michael Caton-Jones,John Musker,Oliver Stone,Ron Howard,(NULL),C,,,,0,24916,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote the novel 'The Catcher in the Rye'?,Ernest Hemingway,J D Salinger,Joseph Heller,Charles Dickens,(NULL),B,,,,0,24920,0,,1,0
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),What is the name of powdered green tea?,Tonkatsu,Onigiri,Matcha,Dashi,(NULL),C,,,,0,24924,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who is the director of the movie 'Back to the Future' (1985)?,Robert Zemeckis,Sydney Pollack,Hector Babenco,Steven Spielberg,(NULL),A,,,,0,24936,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who is the director of the movie 'The Untouchable's (1987)?,Brian De Palma,Alan Parker,Oliver Stone,Stanley Kubrick,(NULL),A,,,,0,24944,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who is the director of the movie '1917' (2019)?,Guy Ritchie,Ari Aster,Sam Mendes,Andy Muschietti,(NULL),C,,,,0,24948,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""I'm gonna make him an offer he can't refuse"" is a quote from which Oscar winning film?",Taxi Driver,Mean Streets,The Godfather,Rocky,(NULL),C,,,,0,24952,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),In 'The Taming of the Shrew' - what is the name of the 'shrew'?,Carolina,Kathleena,Cressida,Katherina,(NULL),D,,,,0,24956,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'Robinson Crusoe'?,Robert Louis Stevenson,Daniel Defoe,Charles Dickens,Jonathon Swift,(NULL),B,,,,0,24960,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"In 'Misery,' what is the name of the protagonist of writer Paul Sheldon's romance series?",Victoria Swanson,Felicity Noble,Misery Chastain,Aurora Weatherley,(NULL),C,,,,0,24964,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),What type of butter is used to make Bearnaise sauce?,Organic butter,Unsalted butter,Clarfied butter,Whipped butter,(NULL),C,,,,0,24968,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),Which US city is 'An American Pickle' (2020) set in?,New York City,Atlanta,Los Angeles,Dallas,(NULL),A,,,,0,24972,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""You can't handle the truth"" is a famous quote from which drama?",A Few Good Men,Men of Honour,Play Misty For Me,The Godfather,(NULL),A,,,,0,24976,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What is the name of the neighbourhood bully in the movie 'Friday' (1995)?,Deebo,Craig,Stanley,Smokey,(NULL),A,,,,0,24980,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What was the name of Christopher Robin's nurse?,Alice,Katherine,Hannah,Elizabeth,(NULL),A,,,,0,24984,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),For which movie did Kim Basinger win the Academy Award for Best Actress in a Supporting Role?,L.A. Confidential' (1997),The Natural' (1984),The Burning Plain' (2008),Cellular' (2004),(NULL),A,,,,0,24988,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""Mongo like candy!"" is a line from which famous comedy?",Spaceballs,Blazing Saddles,The Producers,Young Frankenstein,(NULL),B,,,,0,24996,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),Which of these 20th century artists had a signature elaborate moustache?,Salvador Dali,Pablo Picasso,Joan Mir,Rene Magritte,(NULL),A,,,,0,25004,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which actor plays the character named Driss in the movie 'The Intouchables' (2011)?,Omar Sy,Columbus Short,Malik Yoba,Chiwetel Ejiofor,(NULL),A,,,,0,25012,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'The Prisoner of Zenda'?,Alexandre Dumas,Victor Hugo,Edgar Allen Poe,Anthony Hope,(NULL),D,,,,0,25016,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Whose autobiography was called 'The Ragman's Son'?,Burt Lancaster,Sean Connery,Kirk Douglas,Peter O'Toole,(NULL),C,,,,0,25020,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who tells Harry Potter "It does not do to dwell on dreams"?,Hermione,Dumbledore,Ron,Snape,(NULL),B,,,,0,25028,0,,1,0
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),Which of the following co-founded search engine Google?,Larry Page,Mark Zuckerberg,Tom Kraus,Sebastian Ilinov,(NULL),A,,,,0,25032,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),"Which book contains, ""Here's some advice. Stay alive""?",The Stand,The Hunger Games,The Great Gatsby,The Fault in our Stars,(NULL),B,,,,0,25040,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"Which book is this from, ""What are men to rocks and mountains?""?",Pride and prejudice,sense and sensibility,the snows of Kilimanjaro,1984,(NULL),A,,,,0,25076,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote about the 'Fortunes and Misfortunes of the Famous Moll Flanders'?,Robert Louis Stevenson,Oscar Wilde,Daniel Defoe,George Eliot,(NULL),C,,,,0,25080,0,,1,0
"TV, FILM AND BOOKS",NONE,JUNIOR,45,English (Other - Non UK / US),Complete the name of this best selling kids book. Lord of the _______.,Fingers,Rings,Gods,Realm,(NULL),B,,,,0,25088,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote 'King Solomon's Mines'?,Dennis Wheatley,Oscar Wilde,Jules Verne,Henry Rider Haggard,(NULL),D,,,,0,25092,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"According to which author, ""The average man don't like trouble and danger""?",Mark Twain,Harper Lee,George Orwell,J D Salinger,(NULL),A,,,,0,25096,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of these movies is not directed by Danny Boyle?,Black Hawk Down' (2001),Slumdog Millionaire' (2008),127 Hours' (2010),28 Days Later?' (2008),(NULL),A,,,,0,25100,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),What Stephen King movie won actress Kathy Bates an Oscar?,Misery,Storm Of The Century,The Stand,The Shining,(NULL),A,,,,0,25108,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""The great fish moved silently through the night water"" is the first line of what book?",Jaws,Moby Dick,Rhyme of the Ancient Mariner,"20,000 Leagues Under the Sea",(NULL),A,,,,0,25112,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which actor plays the role of Derek Zoolander in 'Zoolander' (2001)?,Owen Wilson,Ben Stiller,Will Ferrell,Jerry Stiller,(NULL),B,,,,0,25116,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),"""Stop tailgatin' me, ya pasty teabag!"" is a famous quote from which comedy?",Meet the Parents,The Royal Tenenbaums,Tropic Thunder,American Pie,(NULL),C,,,,0,25128,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),What was the surname of television inventor John Logie?,Baird,Brown,Black,Bough,(NULL),A,,,,0,25136,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),For which movie did Kevin Spacey have to to shave his head?,Se7en' (1995),American Beauty' (1999),Casino Jack' (2010),Recount' (2008),(NULL),A,,,,0,25140,0,,1,0
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),The 2009 release Cave Game eventually turned into which hit videogame?,Minecraft,Fortnite,Doom,Halo,(NULL),A,,,,0,25144,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which actress portrays Audrey Hepburn in the movie 'The Audrey Hepburn Story' (2000)?,Jennifer Love Hewitt,Katie Holmes,Diane Kruger,Jennifer Connelly,(NULL),A,,,,0,25152,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),The delicate flowers painted by Van Gogh are called what?,Dandelions,Orchids,Irises,Lillies,(NULL),C,,,,0,25160,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Who wrote the fable 'The Tortoise and The Hare'?,Aesop,Tolkien,Shakespeare,Wordsworth,(NULL),A,,,,0,25168,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which character in 'Titanic' (1997) said "God himself could not sink this" ?,Jack,Cal,First Officer Murdoch,Molly Brown,(NULL),B,,,,0,25172,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of these actors won an Academy Award for his performance in an Elia Kazan's movie?,Marlon Brando,Gregory Peck,Lee J. Cobb,Rod Steiger,(NULL),A,,,,0,25176,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),What did Sybil Trelawney teach at Hogwarts?,Transfiguration,Potions,Defence Against the Dark Arts,Divination,(NULL),D,,,,0,25184,0,,1,0
"TV, FILM AND BOOKS",NONE,ADULT,45,English (Other - Non UK / US),Which of the following Stephen King novels is not set in Maine?,The Green Mile,Storm Of The Century,Cujo,Pet Semetary,(NULL),A,,,,0,25188,0,,1,0
SOUND AND MUSIC,NONE,ADULT,30,English (Other - Non UK / US),"Which rock band looked to seek & destroy music file sharing sites, by suing Napster in 2000 for enabling thievery and copyright infringement?",Whitesnake,Guns N Roses,Metallica,Red Hot Chilli Peppers,The answer's in the question! 'Seek & Destroy' is a Metallica song!,C,storage/questions/images/K9Wpn1625751163146.jpg,,,1,25192,0,,1,1
PUB QUIZ,NONE,TEEN,45,English (Other - Non UK / US),The Archimedes' Screw is an invention to raise what?,Coal,Trees,Potatoes,Water,(NULL),D,,,,0,25200,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),The Tale of Peter Rabbit was first published in which century?,19th,20th,21st,18th,(NULL),B,,,,0,25204,0,,1,0
PUB QUIZ,NONE,ADULT,45,English (Other - Non UK / US),"In 2018, which nation is the largest net-exporter of Beef in the northern hemisphere?",Ireland,Wales,England,Scotland,(NULL),A,,,,0,25208,0,,1,0
"TV, FILM AND BOOKS",NONE,TEEN,45,English (Other - Non UK / US),Which foreign film won the 2019 Best Picture Oscars in 2020 at the 92nd Academy Awards?,Parasite (South Korea),The King (USA),Birds of Passage (Colombia),Pain and Glory (Spain),(NULL),A,,,,0,25212,0,,1,0
